"category","demo_code","char_text","year","mean"
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",1998,105
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",1999,97
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2000,95
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2001,104
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2002,110
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2003,112
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2004,104
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2005,130
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2006,118
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2007,123
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2008,111
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2009,120
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2010,110
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2011,140
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2012,108
"Apparel, Girls, 2 to 15","LB11","Region of residence: west",2013,104
"Apparel, Men and boys","LB11","Region of residence: midwest",1984,354
"Apparel, Men and boys","LB11","Region of residence: midwest",1985,349
"Apparel, Men and boys","LB11","Region of residence: midwest",1986,348
"Apparel, Men and boys","LB11","Region of residence: midwest",1987,347
"Apparel, Men and boys","LB11","Region of residence: midwest",1988,396
"Apparel, Men and boys","LB11","Region of residence: midwest",1989,365
"Apparel, Men and boys","LB11","Region of residence: midwest",1990,332
"Apparel, Men and boys","LB11","Region of residence: midwest",1991,398
"Apparel, Men and boys","LB11","Region of residence: midwest",1992,461
"Apparel, Men and boys","LB11","Region of residence: midwest",1993,438
"Apparel, Men and boys","LB11","Region of residence: midwest",1994,417
"Apparel, Men and boys","LB11","Region of residence: midwest",1995,418
"Apparel, Men and boys","LB11","Region of residence: midwest",1996,422
"Apparel, Men and boys","LB11","Region of residence: midwest",1997,446
"Apparel, Men and boys","LB11","Region of residence: midwest",1998,414
"Apparel, Men and boys","LB11","Region of residence: midwest",1999,452
"Apparel, Men and boys","LB11","Region of residence: midwest",2000,489
"Apparel, Men and boys","LB11","Region of residence: midwest",2001,429
"Apparel, Men and boys","LB11","Region of residence: midwest",2002,427
"Apparel, Men and boys","LB11","Region of residence: midwest",2003,369
"Apparel, Men and boys","LB11","Region of residence: midwest",2004,407
"Apparel, Men and boys","LB11","Region of residence: midwest",2005,388
"Apparel, Men and boys","LB11","Region of residence: midwest",2006,394
"Apparel, Men and boys","LB11","Region of residence: midwest",2007,379
"Apparel, Men and boys","LB11","Region of residence: midwest",2008,348
"Apparel, Men and boys","LB11","Region of residence: midwest",2009,339
"Apparel, Men and boys","LB11","Region of residence: midwest",2010,329
"Apparel, Men and boys","LB11","Region of residence: midwest",2011,354
"Apparel, Men and boys","LB11","Region of residence: midwest",2012,355
"Apparel, Men and boys","LB11","Region of residence: midwest",2013,313
"Apparel, Men and boys","LB11","Region of residence: northeast",1984,384
"Apparel, Men and boys","LB11","Region of residence: northeast",1985,367
"Apparel, Men and boys","LB11","Region of residence: northeast",1986,396
"Apparel, Men and boys","LB11","Region of residence: northeast",1987,409
"Apparel, Men and boys","LB11","Region of residence: northeast",1988,422
"Apparel, Men and boys","LB11","Region of residence: northeast",1989,398
"Apparel, Men and boys","LB11","Region of residence: northeast",1990,416
"Apparel, Men and boys","LB11","Region of residence: northeast",1991,411
"Apparel, Men and boys","LB11","Region of residence: northeast",1992,586
"Apparel, Men and boys","LB11","Region of residence: northeast",1993,486
"Apparel, Men and boys","LB11","Region of residence: northeast",1994,439
"Apparel, Men and boys","LB11","Region of residence: northeast",1995,420
"Apparel, Men and boys","LB11","Region of residence: northeast",1996,442
"Apparel, Men and boys","LB11","Region of residence: northeast",1997,432
"Apparel, Men and boys","LB11","Region of residence: northeast",1998,462
"Apparel, Men and boys","LB11","Region of residence: northeast",1999,434
"Apparel, Men and boys","LB11","Region of residence: northeast",2000,484
"Apparel, Men and boys","LB11","Region of residence: northeast",2001,539
"Apparel, Men and boys","LB11","Region of residence: northeast",2002,433
"Apparel, Men and boys","LB11","Region of residence: northeast",2003,426
"Apparel, Men and boys","LB11","Region of residence: northeast",2004,460
"Apparel, Men and boys","LB11","Region of residence: northeast",2005,467
"Apparel, Men and boys","LB11","Region of residence: northeast",2006,479
"Apparel, Men and boys","LB11","Region of residence: northeast",2007,450
"Apparel, Men and boys","LB11","Region of residence: northeast",2008,423
"Apparel, Men and boys","LB11","Region of residence: northeast",2009,412
"Apparel, Men and boys","LB11","Region of residence: northeast",2010,491
"Apparel, Men and boys","LB11","Region of residence: northeast",2011,445
"Apparel, Men and boys","LB11","Region of residence: northeast",2012,455
"Apparel, Men and boys","LB11","Region of residence: northeast",2013,428
"Apparel, Men and boys","LB11","Region of residence: south",1984,322
"Apparel, Men and boys","LB11","Region of residence: south",1985,341
"Apparel, Men and boys","LB11","Region of residence: south",1986,290
"Apparel, Men and boys","LB11","Region of residence: south",1987,327
"Apparel, Men and boys","LB11","Region of residence: south",1988,353
"Apparel, Men and boys","LB11","Region of residence: south",1989,374
"Apparel, Men and boys","LB11","Region of residence: south",1990,380
"Apparel, Men and boys","LB11","Region of residence: south",1991,431
"Apparel, Men and boys","LB11","Region of residence: south",1992,395
"Apparel, Men and boys","LB11","Region of residence: south",1993,369
"Apparel, Men and boys","LB11","Region of residence: south",1994,331
"Apparel, Men and boys","LB11","Region of residence: south",1995,413
"Apparel, Men and boys","LB11","Region of residence: south",1996,414
"Apparel, Men and boys","LB11","Region of residence: south",1997,350
"Apparel, Men and boys","LB11","Region of residence: south",1998,352
"Apparel, Men and boys","LB11","Region of residence: south",1999,351
"Apparel, Men and boys","LB11","Region of residence: south",2000,382
"Apparel, Men and boys","LB11","Region of residence: south",2001,378
"Apparel, Men and boys","LB11","Region of residence: south",2002,363
"Apparel, Men and boys","LB11","Region of residence: south",2003,303
"Apparel, Men and boys","LB11","Region of residence: south",2004,377
"Apparel, Men and boys","LB11","Region of residence: south",2005,421
"Apparel, Men and boys","LB11","Region of residence: south",2006,429
"Apparel, Men and boys","LB11","Region of residence: south",2007,425
"Apparel, Men and boys","LB11","Region of residence: south",2008,427
"Apparel, Men and boys","LB11","Region of residence: south",2009,371
"Apparel, Men and boys","LB11","Region of residence: south",2010,308
"Apparel, Men and boys","LB11","Region of residence: south",2011,392
"Apparel, Men and boys","LB11","Region of residence: south",2012,369
"Apparel, Men and boys","LB11","Region of residence: south",2013,347
"Apparel, Men and boys","LB11","Region of residence: west",1984,353
"Apparel, Men and boys","LB11","Region of residence: west",1985,425
"Apparel, Men and boys","LB11","Region of residence: west",1986,370
"Apparel, Men and boys","LB11","Region of residence: west",1987,387
"Apparel, Men and boys","LB11","Region of residence: west",1988,397
"Apparel, Men and boys","LB11","Region of residence: west",1989,476
"Apparel, Men and boys","LB11","Region of residence: west",1990,467
"Apparel, Men and boys","LB11","Region of residence: west",1991,480
"Apparel, Men and boys","LB11","Region of residence: west",1992,385
"Apparel, Men and boys","LB11","Region of residence: west",1993,445
"Apparel, Men and boys","LB11","Region of residence: west",1994,427
"Apparel, Men and boys","LB11","Region of residence: west",1995,457
"Apparel, Men and boys","LB11","Region of residence: west",1996,422
"Apparel, Men and boys","LB11","Region of residence: west",1997,432
"Apparel, Men and boys","LB11","Region of residence: west",1998,399
"Apparel, Men and boys","LB11","Region of residence: west",1999,487
"Apparel, Men and boys","LB11","Region of residence: west",2000,445
"Apparel, Men and boys","LB11","Region of residence: west",2001,389
"Apparel, Men and boys","LB11","Region of residence: west",2002,445
"Apparel, Men and boys","LB11","Region of residence: west",2003,437
"Apparel, Men and boys","LB11","Region of residence: west",2004,406
"Apparel, Men and boys","LB11","Region of residence: west",2005,499
"Apparel, Men and boys","LB11","Region of residence: west",2006,490
"Apparel, Men and boys","LB11","Region of residence: west",2007,498
"Apparel, Men and boys","LB11","Region of residence: west",2008,509
"Apparel, Men and boys","LB11","Region of residence: west",2009,422
"Apparel, Men and boys","LB11","Region of residence: west",2010,466
"Apparel, Men and boys","LB11","Region of residence: west",2011,438
"Apparel, Men and boys","LB11","Region of residence: west",2012,488
"Apparel, Men and boys","LB11","Region of residence: west",2013,435
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1984,426
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1985,441
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1986,455
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1987,453
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1988,487
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1989,571
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1990,494
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1991,596
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1992,580
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1993,596
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1994,535
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1995,605
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1996,633
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1997,592
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1998,528
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",1999,452
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2000,646
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2001,579
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2002,627
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2003,497
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2004,547
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2005,621
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2006,611
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2007,703
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2008,556
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2009,476
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2010,512
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2011,643
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2012,550
"Apparel, Women, 16 and over","LB11","Region of residence: midwest",2013,522
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1984,478
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1985,509
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1986,513
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1987,654
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1988,552
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1989,618
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1990,653
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1991,701
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1992,696
"Apparel, Women, 16 and over","LB11","Region of residence: northeast",1993,620
